absoluteTime,trialTime,deltaTime,trialIndex,eventType,keyboardValue,xKeyHitLocal,yKeyHitLocal,candidate1,candidate2,candidate3,conditionType,currentText,targetText
791644.9732251,2.928247,0.0109136,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.9841352,2.939265,0.0110178,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.995549,2.950576,0.0113111,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.007111,2.962015,0.0114382,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.0175367,2.972666,0.0106513,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.0287178,2.983771,0.0111047,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.040154,2.995162,0.0113918,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.0510836,3.006148,0.0109856,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.0622451,3.017355,0.0112068,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.0734199,3.028354,0.010999,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.0842152,3.039354,0.0109999,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.0954165,3.050452,0.0110982,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.1066326,3.061645,0.0111928,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.1177955,3.072851,0.011206,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.1286677,3.083726,0.0108758,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.1397442,3.09488,0.0111532,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.1512422,3.106297,0.0114168,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.1620206,3.117138,0.0108417,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.173265,3.128282,0.0111434,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.1841652,3.139316,0.0110347,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.1956161,3.150577,0.0112602,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.206521,3.16158,0.0110039,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.2175144,3.172638,0.0110572,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.2288245,3.183872,0.0112339,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.2396955,3.19482,0.0109484,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.2512018,3.206259,0.0114395,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.261991,3.217096,0.0108363,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.2734697,3.228429,0.0113335,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.2841196,3.239265,0.0108361,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.2954058,3.250441,0.0111759,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.3064677,3.26152,0.011079,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.3177973,3.272742,0.0112213,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.3287402,3.283782,0.0110404,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.3399421,3.295066,0.011284,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.3515113,3.306553,0.0114869,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.3620897,3.317195,0.0106422,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.3732405,3.328266,0.0110715,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.3842163,3.339328,0.0110617,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.3954232,3.350461,0.0111331,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.4065524,3.361594,0.0111324,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.4175502,3.372675,0.0110813,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.4291648,3.384165,0.0114896,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.4398149,3.394921,0.0107565,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.4509349,3.405993,0.0110722,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.4621519,3.417242,0.011249,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.4732287,3.428256,0.0110139,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.4842085,3.439322,0.0110659,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.4958507,3.450886,0.0115639,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.5068897,3.4619,0.0110139,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.5174557,3.472601,0.0107008,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.5287225,3.483784,0.0111832,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.5398182,3.494911,0.011127,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791645.5509239,3.505973,0.011062,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
