absoluteTime,trialTime,deltaTime,trialIndex,xPos,yPos,zPos,xRot,yRot,zRot,conditionType,currentText,targetText
791644.6846079,2.639702,0.011364,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.6954068,2.65046,0.0107582,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.7067796,2.661721,0.0112606,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.7175726,2.672688,0.0109675,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.7286726,2.683712,0.0110236,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.7400578,2.69502,0.0113083,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.7509602,2.706032,0.0110115,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.7620767,2.717201,0.0111692,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.7734728,2.728332,0.0111316,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.7842142,2.739349,0.0110169,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.7954653,2.750508,0.011159,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.8066251,2.761661,0.0111523,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.817564,2.772694,0.011033,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.8287267,2.783777,0.0110832,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.8398991,2.794928,0.0111515,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.8510409,2.806083,0.0111547,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
791644.8619514,2.817091,0.0110077,0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Unknown,,hey everyone
